emp_no,title,dept_no,first_name,last_name,birth_date,from_date,to_date
296664,Senior Engineer,d004,Dipayan,Geffroy,1965-01-31,1987-09-17,9999-01-01
296687,Senior Staff,d008,Palash,Spieker,1965-01-02,1991-05-11,9999-01-01
296718,Senior Engineer,d004,Kamakshi,Bahl,1965-01-30,1987-12-22,9999-01-01
296962,Technique Leader,d004,Wilmer,Luke,1965-01-28,1987-02-13,1999-02-15
297008,Staff,d002,Boutros,Awdeh,1965-01-20,1985-11-07,1988-07-11
297232,Senior Staff,d007,Lokesh,Saoudi,1965-01-16,1999-05-25,9999-01-01
297243,Senior Staff,d009,Tesuya,Mansanne,1965-01-13,1993-10-08,1997-06-01
297431,Senior Staff,d001,Cathie,Ratnakar,1965-01-12,1996-06-23,9999-01-01
297474,Staff,d008,Irena,Terkki,1965-01-13,1998-03-11,9999-01-01
297804,Engineer,d006,Vasilis,Ginneken,1965-01-16,1985-09-13,1990-04-08
297905,Assistant Engineer,d005,Marc,Bahl,1965-01-12,1997-06-18,9999-01-01
297954,Assistant Engineer,d004,Sailaja,Fujisaki,1965-01-13,1995-07-24,9999-01-01
298339,Engineer,d005,King,Benzmuller,1965-01-11,1986-09-04,9999-01-01
298479,Staff,d001,Kamakshi,Badache,1965-01-24,1996-06-11,1999-03-11
298577,Staff,d002,Florina,Litecky,1965-01-11,1985-12-02,9999-01-01
298953,Staff,d002,Zita,Syang,1965-02-01,1998-12-29,9999-01-01
299346,Senior Staff,d003,Fumitake,Sichman,1965-01-09,1991-02-21,9999-01-01
299580,Engineer,d006,Luisa,Itzfeldt,1965-01-21,1997-01-23,9999-01-01
299718,Staff,d008,Denny,Shobatake,1965-01-15,1997-06-22,9999-01-01
299737,Staff,d007,Patricio,Itzfeldt,1965-02-01,1985-05-21,9999-01-01
400046,Senior Staff,d008,Hilari,Christ,1965-01-12,1991-01-19,1996-10-07
400344,Engineer,d005,Yishai,Sessa,1965-01-04,1996-08-21,2000-09-30
400358,Senior Engineer,d005,Angus,Jullig,1965-01-31,1989-04-13,9999-01-01
400683,Staff,d007,Kamakshi,Manders,1965-01-28,1995-08-05,9999-01-01
400780,Engineer,d005,Poornachandra,Asser,1965-01-09,1993-11-07,9999-01-01
400796,Engineer,d005,Bodo,Halevi,1965-01-10,1996-05-30,9999-01-01
401154,Staff,d003,Danae,Kragelund,1965-01-27,1987-05-20,9999-01-01
401278,Assistant Engineer,d004,Oguz,Schurmann,1965-01-16,1986-11-11,9999-01-01
401333,Senior Engineer,d004,Martins,Shokrollahi,1965-01-30,1986-11-04,9999-01-01
401364,Senior Staff,d008,Pranay,Kambil,1965-01-16,1999-07-30,2002-04-06
401420,Senior Staff,d009,Florian,Uhrig,1965-01-06,1987-01-31,9999-01-01
401574,Technique Leader,d004,Yannik,Falco,1965-01-13,1988-01-15,9999-01-01
402025,Engineer,d006,Shigehito,Duclos,1965-01-20,1987-09-20,9999-01-01
402102,Engineer,d005,Kersti,Granlund,1965-01-21,1995-03-19,9999-01-01
402223,Staff,d007,Fai,Breugel,1965-01-30,1995-02-27,1999-10-08
402664,Senior Engineer,d004,Subhada,Janetzko,1965-01-04,1987-01-25,9999-01-01
402718,Senior Engineer,d005,Jeanna,Rettelbach,1965-01-17,1990-02-14,9999-01-01
402827,Staff,d002,Weidon,Pollacia,1965-01-28,1988-02-27,2002-03-24
403010,Senior Engineer,d005,Toshimitsu,Sluis,1965-01-16,1985-02-18,9999-01-01
403237,Engineer,d005,Muneo,Gunderson,1965-01-01,1985-12-08,1993-09-19
403455,Senior Engineer,d005,Marko,Velardi,1965-01-25,1992-11-22,2001-08-27
403621,Staff,d001,Deborah,Kaminger,1965-01-07,1988-06-04,9999-01-01
403644,Staff,d003,Krisda,Hainaut,1965-01-19,1995-07-08,9999-01-01
403954,Senior Engineer,d005,Jeanna,Bratten,1965-01-10,1990-07-26,9999-01-01
404018,Senior Engineer,d005,Valery,Babb,1965-01-11,1998-10-19,9999-01-01
404236,Senior Engineer,d005,Zengping,Kakkar,1965-01-12,1988-07-22,9999-01-01
404462,Engineer,d005,Anestis,Setlzner,1965-01-09,1985-07-13,9999-01-01
404573,Staff,d003,Eberhardt,Spelt,1965-01-31,1997-07-05,9999-01-01
404755,Staff,d001,Manu,Junet,1965-01-13,1991-04-20,9999-01-01
404788,Engineer,d005,Basem,Beausoleil,1965-01-16,1998-03-16,9999-01-01
404879,Engineer,d004,Jeanne,Kaminger,1965-01-12,1987-07-21,1991-04-21
405015,Senior Staff,d007,Morris,Fargier,1965-01-02,1988-06-29,9999-01-01
405063,Senior Engineer,d006,Yechezkel,Yurov,1965-01-26,1998-11-30,2001-11-16
405372,Staff,d008,Masami,Merro,1965-01-24,1988-09-23,1999-08-31
406125,Technique Leader,d004,Georgi,Portugali,1965-01-25,1987-09-27,9999-01-01
406239,Senior Engineer,d005,Marek,Tomescu,1965-01-09,1995-05-15,9999-01-01
406249,Senior Engineer,d004,Naraig,Snyers,1965-01-23,1986-12-03,1992-05-19
406299,Engineer,d005,Kitty,Kolvik,1965-01-25,1991-10-07,1995-04-29
406537,Senior Engineer,d005,Martien,Ranum,1965-01-30,1993-03-15,1999-05-18
406564,Engineer,d005,Parviz,Picco,1965-01-25,1995-04-16,9999-01-01
406714,Staff,d008,Malu,Ossenbruggen,1965-02-01,1986-11-21,9999-01-01
406847,Staff,d007,Alexius,Crouzet,1965-01-24,1999-10-05,9999-01-01
407522,Staff,d002,Tommaso,Raczkowsky,1965-01-25,1996-08-29,9999-01-01
407837,Engineer,d006,Fei,Erez,1965-02-01,1988-04-02,9999-01-01
408019,Engineer,d004,Shridhar,Chleq,1965-01-01,1986-03-22,9999-01-01
408114,Engineer,d005,Geoffrey,Ladret,1965-01-05,1994-01-03,9999-01-01
408163,Senior Engineer,d005,Irene,Sethi,1965-01-21,2000-08-12,9999-01-01
408417,Staff,d002,Tsz,Daescu,1965-01-19,1994-01-29,1994-09-28
408435,Staff,d007,Bikash,Vilarrasa,1965-01-18,1999-03-26,2000-12-29
408437,Senior Staff,d009,Uno,Solares,1965-01-29,1994-09-22,9999-01-01
408447,Staff,d001,Mayuri,Werthner,1965-01-13,1990-08-19,2001-02-20
408654,Staff,d009,Yongqiao,Cochrane,1965-01-09,1986-10-27,9999-01-01
408953,Senior Engineer,d005,Jolita,Claffy,1965-01-26,1993-12-24,9999-01-01
409112,Senior Staff,d002,Sahrah,Mitchem,1965-01-10,1991-03-28,2002-05-18
409391,Engineer,d004,Willard,Verspoor,1965-01-06,1999-02-28,9999-01-01
409712,Senior Engineer,d006,Etsuo,Andreotta,1965-01-23,1992-03-28,2000-06-23
409798,Technique Leader,d004,Dekang,Tsunoo,1965-01-15,1995-01-19,9999-01-01
409805,Senior Engineer,d006,Frazer,Candan,1965-01-15,1999-03-05,9999-01-01
409898,Senior Engineer,d005,Divier,Ishibashi,1965-02-01,1989-09-22,9999-01-01
410028,Staff,d003,Xiadong,McClurg,1965-01-11,1985-09-17,9999-01-01
410372,Senior Engineer,d005,Duri,Mitina,1965-01-08,1990-03-04,9999-01-01
410433,Senior Engineer,d004,Kazuhisa,Riesenhuber,1965-01-19,1992-10-06,9999-01-01
410592,Staff,d003,Tonia,Shigei,1965-01-01,1993-03-13,1997-01-12
410616,Senior Engineer,d005,Gudjon,Kalorkoti,1965-01-18,1994-04-14,9999-01-01
410703,Staff,d007,Kitty,Halloran,1965-01-14,1997-11-20,2002-01-18
410804,Engineer,d004,Ronnie,Denos,1965-01-17,1992-06-08,9999-01-01
410881,Senior Engineer,d004,Koichi,Grabner,1965-01-06,1990-04-24,2000-04-05
411070,Senior Engineer,d005,Otmar,Brandsma,1965-01-29,1987-05-28,9999-01-01
411082,Engineer,d004,Martine,Cangellaris,1965-01-08,1992-04-28,9999-01-01
411143,Senior Staff,d001,Goncalo,Barbanera,1965-01-08,1996-09-01,9999-01-01
411727,Staff,d007,Weiwu,Lamma,1965-01-09,1997-11-05,2000-11-26
411906,Engineer,d005,Anneli,Pappas,1965-02-01,1998-07-04,1998-09-19
412315,Staff,d007,Geoff,Peck,1965-01-02,1999-01-08,1999-03-26
412404,Senior Engineer,d004,Mitsuyuki,Jeansoulin,1965-01-15,1999-10-28,9999-01-01
412757,Engineer,d005,Leen,Peak,1965-01-03,1999-11-20,9999-01-01
413098,Senior Staff,d008,Hsiangchu,Taubenfeld,1965-01-26,1993-04-17,9999-01-01
413205,Senior Staff,d007,Mototsugu,Prampolini,1965-01-09,1988-06-12,9999-01-01
413554,Engineer,d006,Elvia,Schwartzburd,1965-01-20,1991-10-16,1995-08-25
413666,Senior Staff,d002,Remco,Duclos,1965-01-05,1988-04-18,9999-01-01
413729,Technique Leader,d005,Harjit,Ernst,1965-01-02,1992-04-26,9999-01-01
413831,Senior Staff,d009,Mohamadou,Grabner,1965-01-09,1991-11-25,9999-01-01
413832,Senior Staff,d003,Marco,Jahnichen,1965-01-24,1995-03-28,9999-01-01
414027,Engineer,d004,Tadanori,Msuda,1965-01-31,1988-11-06,1993-02-20
414091,Engineer,d005,Wuxu,Kuhnemann,1965-01-17,1997-08-19,9999-01-01
414461,Senior Staff,d001,Somnath,Bierbaum,1965-01-22,1996-12-05,2000-12-22
414543,Senior Engineer,d004,Bernd,Anick,1965-01-03,1988-11-19,9999-01-01
414551,Engineer,d005,Elliott,Copas,1965-01-22,1994-09-13,9999-01-01
414662,Engineer,d005,Ipke,Schneeberger,1965-01-21,1985-09-20,9999-01-01
414714,Senior Staff,d008,Chinho,Delgrande,1965-01-06,1996-11-07,9999-01-01
414808,Engineer,d005,Aris,Sambasivam,1965-01-05,1988-02-21,1998-05-20
414814,Staff,d009,Dayanand,Wielonsky,1965-01-28,1999-02-15,1999-02-28
414897,Senior Staff,d007,Juyoung,Willoner,1965-01-17,1989-11-03,9999-01-01
414922,Engineer,d004,Prasadram,Piazza,1965-01-20,1987-06-05,1997-11-04
415187,Assistant Engineer,d004,Juyoung,Peltason,1965-01-03,1998-09-01,9999-01-01
415234,Engineer,d005,Ewing,Baak,1965-01-28,1993-10-05,1993-10-19
415338,Assistant Engineer,d004,Shigeo,Emmart,1965-01-22,1995-12-24,9999-01-01
415363,Staff,d007,Conal,Shackell,1965-01-19,1986-01-25,1995-02-23
415563,Senior Engineer,d005,Mrinalini,Bierbaum,1965-01-21,1986-03-12,9999-01-01
416074,Senior Engineer,d005,Alain,Lieberherr,1965-01-08,1987-05-11,9999-01-01
416383,Senior Engineer,d005,Nectarios,Itschner,1965-01-29,1990-03-02,9999-01-01
416420,Senior Staff,d007,Adamantios,Heemskerk,1965-01-22,1986-08-08,9999-01-01
416455,Engineer,d004,Laurentiu,Morton,1965-01-22,1998-12-21,1999-12-23
416492,Senior Engineer,d005,Kannan,Meriste,1965-01-15,1992-08-12,9999-01-01
416660,Senior Engineer,d005,Nathalie,Luke,1965-01-28,1987-09-16,9999-01-01
416720,Engineer,d004,Tokuyasu,Xiaoshan,1965-01-14,1991-09-19,9999-01-01
416877,Staff,d001,Gio,Orsini,1965-01-02,1988-12-07,9999-01-01
416892,Engineer,d004,Shooichi,Vandervoorde,1965-01-03,1996-08-16,9999-01-01
417128,Senior Engineer,d005,Valeska,Rosenbaum,1965-01-26,1994-05-18,1997-01-13
417435,Senior Staff,d007,Bouchung,Zaumen,1965-01-03,1999-01-29,9999-01-01
418239,Senior Engineer,d004,Josyula,Motley,1965-01-03,1996-03-26,9999-01-01
418247,Staff,d007,Oscar,Oppitz,1965-01-08,1995-06-30,2002-07-27
418298,Engineer,d004,Arvin,Pusterhofer,1965-01-08,1995-03-02,9999-01-01
418309,Senior Engineer,d004,Danel,Petereit,1965-01-24,1985-02-21,9999-01-01
418380,Senior Engineer,d004,Kazuhiko,Gornas,1965-01-02,1993-05-20,9999-01-01
418566,Senior Engineer,d004,Kazuhide,Snedden,1965-01-27,1996-06-14,9999-01-01
418606,Engineer,d004,Michaela,Otillio,1965-01-11,1994-01-05,9999-01-01
418689,Senior Staff,d001,Gino,Uehara,1965-01-07,1988-02-17,1991-04-09
418717,Staff,d007,Arunachalam,Magliocco,1965-01-20,1987-12-23,9999-01-01
418860,Senior Staff,d001,Ymte,Dalton,1965-02-01,1992-11-22,9999-01-01
419099,Staff,d007,Heon,Broomell,1965-01-15,1998-05-06,9999-01-01
419388,Senior Engineer,d005,Nikolaos,Bamford,1965-01-22,1986-02-25,1997-09-23
419953,Staff,d001,Ung,Orlowski,1965-01-29,1991-07-22,9999-01-01
420086,Senior Engineer,d005,Susuma,Kitsuregawa,1965-01-27,1985-05-28,9999-01-01
420476,Staff,d009,Mariangiola,Bolsens,1965-01-28,1985-06-15,9999-01-01
420557,Staff,d007,Mabhin,Eastman,1965-01-06,1989-08-02,9999-01-01
420599,Senior Engineer,d006,Hidde,Riexinger,1965-01-02,1986-11-18,1996-08-20
420681,Technique Leader,d005,Atilio,Rajala,1965-01-10,1999-12-01,2001-07-27
420694,Staff,d008,Frazer,Barbanera,1965-01-19,1986-11-04,9999-01-01
420732,Senior Staff,d001,Willard,Morrin,1965-01-06,1996-05-27,9999-01-01
420759,Staff,d007,Raimond,Solovay,1965-01-04,1997-10-03,9999-01-01
420765,Senior Staff,d007,Shawna,Krider,1965-01-17,1990-03-09,9999-01-01
420877,Staff,d002,Khosrow,Erez,1965-01-29,1990-02-11,9999-01-01
420921,Staff,d007,Niranjan,Lamba,1965-01-30,1997-11-16,1998-10-10
421022,Senior Staff,d007,Shigeaki,Butner,1965-01-26,1996-07-13,9999-01-01
421033,Staff,d007,Garnik,Randt,1965-01-14,1989-12-23,9999-01-01
421039,Engineer,d005,Aemilian,Zedlitz,1965-01-28,1988-12-23,1993-07-16
421074,Staff,d007,Zhaofang,Falster,1965-01-07,1994-06-29,9999-01-01
421312,Engineer,d005,Mariangiola,Bashian,1965-01-13,1999-09-18,9999-01-01
421384,Senior Staff,d003,Renny,Bednarek,1965-01-02,1987-06-01,9999-01-01
421755,Assistant Engineer,d004,Shichao,Thiria,1965-01-03,1989-01-11,9999-01-01
422146,Engineer,d008,Kenton,Miara,1965-01-08,2002-03-13,9999-01-01
422263,Staff,d002,Abdulah,Remmele,1965-01-06,1992-09-24,1996-07-21
422450,Senior Engineer,d005,Junichi,Rubsam,1965-01-04,1988-10-30,1994-03-11
422783,Engineer,d004,Jagoda,Uhrig,1965-01-18,1995-09-01,9999-01-01
423038,Senior Staff,d007,Takushi,Strehl,1965-01-20,1988-10-04,9999-01-01
423204,Staff,d007,Uma,Stranks,1965-01-08,1991-09-13,9999-01-01
423208,Engineer,d005,Joydip,Krone,1965-01-19,1995-02-08,9999-01-01
423214,Staff,d002,Tsutomu,Tetzlaff,1965-01-31,1987-09-24,9999-01-01
423327,Staff,d007,Constantijn,Lichtman,1965-01-27,1994-06-26,9999-01-01
423350,Staff,d007,Heping,Monarch,1965-01-04,1988-04-15,9999-01-01
423516,Senior Engineer,d005,Wojceich,Butterworth,1965-01-02,1999-11-16,2001-10-05
423633,Senior Engineer,d005,Mariusz,Tokunaga,1965-01-30,1985-02-11,9999-01-01
423993,Technique Leader,d005,Seshu,Kolvik,1965-01-01,1988-12-09,9999-01-01
424569,Engineer,d005,Danco,Luff,1965-01-14,1997-10-30,9999-01-01
424584,Senior Engineer,d005,Kagan,Dredge,1965-02-01,1994-02-26,9999-01-01
424685,Senior Staff,d002,Changho,Veevers,1965-01-10,1997-03-03,9999-01-01
424714,Engineer,d005,Nathan,Vendrig,1965-01-10,1990-08-20,1997-03-22
424797,Staff,d007,Theron,Itschner,1965-01-19,1985-05-16,9999-01-01
424805,Staff,d007,Jacqueline,Zallocco,1965-01-24,1987-12-17,9999-01-01
424845,Staff,d004,Salvador,Peres,1965-01-01,1996-02-05,1996-11-17
424930,Staff,d003,Xuejun,Reeker,1965-01-19,1988-11-18,9999-01-01
424984,Engineer,d005,Vasilis,Waleschkowski,1965-01-11,1996-05-26,9999-01-01
425437,Engineer,d005,Moni,Staudhammer,1965-01-03,1999-03-23,9999-01-01
425535,Senior Staff,d001,Alagu,Vieri,1965-01-18,1986-08-23,9999-01-01
425540,Senior Staff,d002,Paddy,Zumaque,1965-01-03,1995-11-12,9999-01-01
425757,Senior Staff,d009,Yongdong,Jiang,1965-01-18,1990-10-13,1995-01-31
425780,Staff,d007,Paris,Range,1965-01-15,1989-10-25,9999-01-01
425830,Engineer,d005,Guther,Conia,1965-01-30,1999-02-13,9999-01-01
425875,Senior Staff,d007,Jahangir,Kroft,1965-01-19,1990-06-11,9999-01-01
426153,Senior Staff,d007,Shahaf,Luce,1965-01-16,1999-04-06,9999-01-01
426168,Staff,d002,Kaijung,Mateescu,1965-01-10,1987-11-18,9999-01-01
426228,Engineer,d005,Supot,Badache,1965-01-17,1996-08-17,9999-01-01
426235,Senior Staff,d003,Danco,Rajala,1965-01-31,1991-03-29,9999-01-01
426611,Engineer,d005,Serap,Bahi,1965-01-29,1986-05-15,1990-05-04
426644,Engineer,d004,Zejun,Broomell,1965-01-13,1995-01-19,9999-01-01
426683,Engineer,d004,Xudong,Muntz,1965-01-03,1991-03-08,1996-04-02
426706,Engineer,d004,Karsten,Kawashima,1965-01-07,1994-03-15,9999-01-01
426795,Staff,d009,Huican,Lunn,1965-01-07,1986-07-23,9999-01-01
426818,Senior Staff,d009,Gaurav,Fendler,1965-01-21,1992-02-15,9999-01-01
426819,Engineer,d004,Sandeepan,Kulisch,1965-01-13,1997-05-16,9999-01-01
426824,Senior Staff,d009,Gopalakrishnan,Mawatari,1965-01-25,1997-12-07,9999-01-01
426958,Senior Engineer,d004,Weijing,Viele,1965-01-19,1985-10-03,9999-01-01
427313,Senior Staff,d008,Utpal,Kemmerer,1965-01-31,1986-12-04,9999-01-01
427320,Senior Engineer,d005,Mamdouh,Ramamoorthy,1965-01-13,2000-01-13,9999-01-01
427332,Staff,d009,Feiyu,Hemaspaandra,1965-01-20,1995-06-04,9999-01-01
427571,Senior Engineer,d005,Torsten,Ranta,1965-01-20,1987-12-11,1995-07-03
427659,Engineer,d004,Mariusz,Ritcey,1965-01-27,1987-03-16,1991-07-01
427776,Staff,d002,Jaques,Navazio,1965-01-25,1989-04-04,9999-01-01
427805,Senior Staff,d002,Haldun,Compeau,1965-01-21,1997-10-15,9999-01-01
427823,Staff,d009,Jaques,Gecsei,1965-01-18,1999-07-13,9999-01-01
427852,Senior Engineer,d004,Adil,Kieras,1965-01-02,1992-07-20,9999-01-01
428082,Staff,d003,Ronghao,Alpin,1965-01-09,1991-09-11,9999-01-01
428160,Staff,d003,Jamaludin,Kalorkoti,1965-01-12,1993-07-14,1998-09-06
428195,Staff,d002,Hatsukazu,Rosca,1965-01-11,1986-10-13,1993-08-02
428219,Senior Staff,d007,Ghassan,Androutsos,1965-01-21,1987-12-26,9999-01-01
428235,Senior Engineer,d006,Chenyi,Demian,1965-01-17,1988-06-29,1991-08-29
428294,Engineer,d004,Nimmagadda,Kusakari,1965-01-13,1994-01-23,1998-05-14
428917,Engineer,d005,Theron,Billawala,1965-01-23,1989-02-17,9999-01-01
429040,Staff,d002,Bader,Detkin,1965-01-22,1993-10-24,1999-07-31
429087,Technique Leader,d006,Hugh,Senzako,1965-01-27,1992-10-15,9999-01-01
429231,Senior Staff,d007,Kazuyasu,Schmiedel,1965-01-09,1985-09-07,9999-01-01
429238,Senior Staff,d007,Mona,Luck,1965-01-29,1989-05-11,9999-01-01
429249,Engineer,d008,Alassane,Wolniewicz,1965-01-28,1993-11-09,9999-01-01
429316,Staff,d002,Seshu,Hiraishi,1965-01-08,1994-08-10,9999-01-01
429381,Staff,d007,Limsoon,Roohalamini,1965-01-06,1986-11-26,9999-01-01
429419,Staff,d008,Adas,Chinen,1965-01-13,1993-01-04,2002-05-15
429481,Engineer,d005,Subhada,Emmerich,1965-01-09,1996-03-06,9999-01-01
429520,Engineer,d006,Yongqiao,Francisci,1965-01-06,1999-12-01,9999-01-01
429532,Staff,d007,Bartek,Vendrig,1965-01-25,1991-11-12,1992-06-06
429553,Technique Leader,d005,Tadanori,Fujisawa,1965-01-12,1999-08-07,2000-07-04
429569,Engineer,d005,Fumiya,Chappelet,1965-01-03,1992-09-03,9999-01-01
429703,Senior Staff,d003,Ung,Honglei,1965-01-06,1986-09-02,9999-01-01
429756,Staff,d002,Jiann,Hofmeyr,1965-01-06,1992-02-03,1997-10-23
429899,Staff,d001,Ranan,Marsiglia,1965-01-30,1999-08-13,9999-01-01
429954,Staff,d007,Renny,Gladwell,1965-01-26,1999-02-27,9999-01-01
430054,Senior Engineer,d005,Erzsebet,Setiz,1965-01-22,1993-06-10,9999-01-01
430558,Senior Engineer,d006,Xiong,Roisin,1965-01-07,1988-03-01,9999-01-01
430593,Senior Staff,d009,Janalee,Lanzelotte,1965-01-19,1997-12-01,9999-01-01
430631,Engineer,d005,Kersti,Marsiglia,1965-01-17,1994-02-19,9999-01-01
430891,Senior Engineer,d004,Khalil,Gien,1965-01-06,1991-08-06,9999-01-01
430981,Senior Staff,d009,Amabile,Koyama,1965-01-24,1985-07-25,1993-05-14
431353,Senior Staff,d007,Bedir,Reeken,1965-01-22,1991-02-17,1998-10-25
431576,Senior Staff,d003,Masamitsu,Back,1965-01-06,1993-04-12,9999-01-01
431657,Engineer,d005,Visit,Thiran,1965-01-31,1986-11-14,9999-01-01
431759,Engineer,d006,Alassane,Ramsay,1965-02-01,1987-11-05,1987-11-21
431882,Engineer,d005,Hideo,Varman,1965-01-21,1997-06-19,9999-01-01
431887,Senior Engineer,d005,Poorav,Ranst,1965-01-05,1996-06-01,9999-01-01
432031,Senior Staff,d007,Adamantios,Matzat,1965-01-11,1987-03-01,9999-01-01
432034,Senior Staff,d003,Arfst,Uehara,1965-01-24,1993-11-15,1994-07-10
432089,Senior Engineer,d006,Irena,Gulla,1965-01-17,1989-12-30,2002-01-11
432121,Senior Staff,d009,Alair,Straney,1965-01-06,1986-11-15,9999-01-01
432257,Engineer,d004,Kwangjo,Hiltgen,1965-01-20,1998-12-22,9999-01-01
432261,Engineer,d005,Arve,Bergere,1965-01-30,1987-07-28,9999-01-01
432399,Engineer,d004,Nitsan,Nollmann,1965-01-19,1990-09-10,1993-09-29
432523,Engineer,d005,Takahiro,Maquelin,1965-01-21,1997-07-21,9999-01-01
432665,Senior Engineer,d005,Flemming,Driscoll,1965-01-02,1994-05-28,9999-01-01
432787,Senior Engineer,d005,Toshiko,Ibel,1965-01-16,1996-11-23,9999-01-01
432890,Senior Engineer,d004,Nalini,Perly,1965-01-24,1999-03-07,2001-01-15
432956,Senior Staff,d001,Qunsheng,Birrer,1965-01-25,1986-05-13,9999-01-01
433059,Staff,d007,Bojan,Montresor,1965-01-02,1995-02-04,9999-01-01
433157,Staff,d007,Tomofumi,Serna,1965-01-16,1999-10-23,9999-01-01
433260,Assistant Engineer,d006,Make,Olivero,1965-02-01,1991-06-01,9999-01-01
433438,Staff,d008,Keiichiro,Miyakawa,1965-01-06,1993-09-12,9999-01-01
433465,Senior Staff,d003,Wonhee,Benveniste,1965-01-12,1985-12-21,1987-03-23
433640,Senior Staff,d002,Monique,Baer,1965-01-12,1987-12-12,1996-02-13
434384,Senior Staff,d002,Greger,Babb,1965-01-28,1995-11-06,1998-06-13
434845,Staff,d007,Takushi,Skogmar,1965-01-11,1985-06-07,9999-01-01
434936,Senior Engineer,d005,Sahrah,Rosis,1965-01-15,1994-06-24,9999-01-01
435026,Senior Engineer,d004,Shim,Versino,1965-01-14,1986-08-20,1996-12-17
435042,Staff,d007,Brigham,Borstler,1965-01-10,1995-10-09,9999-01-01
435060,Staff,d007,Moie,Lieblein,1965-01-16,1996-07-12,9999-01-01
435181,Staff,d001,Kazuhide,Fiutem,1965-01-16,1992-05-10,9999-01-01
435226,Senior Staff,d003,Yinghua,Panwar,1965-01-12,1994-06-11,1996-02-26
435289,Staff,d001,Feixiong,Schurmann,1965-01-04,1987-02-15,9999-01-01
435305,Staff,d007,Berthier,Pramanik,1965-01-21,1993-01-23,9999-01-01
435357,Engineer,d005,Jaques,Standera,1965-01-29,1997-10-02,1998-03-11
435370,Senior Staff,d007,Conal,Basart,1965-01-16,1991-05-17,9999-01-01
435588,Senior Staff,d003,Genta,Pepe,1965-01-29,1994-04-12,9999-01-01
435602,Staff,d007,Dietrich,Kranzdorf,1965-01-29,1992-10-04,9999-01-01
435664,Senior Engineer,d004,Sham,Chiodo,1965-01-02,1997-07-28,2000-06-16
435774,Senior Staff,d007,Olivera,Bharadwaj,1965-01-09,1992-04-01,9999-01-01
435791,Engineer,d006,Hercules,Speer,1965-01-07,1994-03-07,9999-01-01
436558,Senior Engineer,d005,Subir,Greibach,1965-01-08,1992-05-24,9999-01-01
436797,Staff,d002,Ohad,Henders,1965-01-24,1990-11-03,9999-01-01
436827,Senior Staff,d003,Wojceich,Limongiello,1965-01-30,1988-03-10,9999-01-01
436915,Staff,d008,Feixiong,Haraldson,1965-01-13,1998-10-11,9999-01-01
437276,Staff,d002,Dines,DeMori,1965-01-17,1987-12-07,9999-01-01
437369,Senior Staff,d007,Kazuhide,Biran,1965-02-01,1995-01-25,9999-01-01
437395,Senior Staff,d001,Sumant,Thambidurai,1965-01-21,1996-08-24,9999-01-01
437724,Staff,d003,Erez,Luft,1965-01-17,1994-12-14,9999-01-01
437870,Staff,d009,Kerhong,Lorho,1965-01-07,1995-06-18,2001-03-17
438038,Senior Staff,d001,Lena,Giaccio,1965-01-01,2001-10-03,9999-01-01
438158,Senior Engineer,d005,Shaw,Varman,1965-01-19,1994-12-16,1999-05-13
438264,Staff,d009,Rasikan,Barreiro,1965-01-19,1991-09-27,9999-01-01
438557,Engineer,d005,Lidong,Swist,1965-01-30,1999-09-16,9999-01-01
438723,Assistant Engineer,d006,Charlene,Verspoor,1965-01-12,1992-03-16,2001-11-13
439377,Senior Engineer,d005,Mari,Plessier,1965-01-28,1997-07-04,9999-01-01
439905,Staff,d009,Kousuke,Levasseur,1965-01-03,1990-03-16,9999-01-01
439924,Staff,d002,Gunilla,Kisuki,1965-01-30,1994-08-14,9999-01-01
440325,Senior Staff,d007,Douadi,Sullins,1965-01-10,1999-09-25,9999-01-01
440435,Senior Engineer,d005,Sandeepan,Rosti,1965-01-03,1991-11-26,9999-01-01
440450,Staff,d003,Tzvetan,Scharstein,1965-01-16,1994-06-16,9999-01-01
440642,Senior Staff,d007,Snehasis,Kalsbeek,1965-01-14,1988-01-06,9999-01-01
440870,Staff,d009,Filipp,Hasham,1965-01-01,1996-10-14,9999-01-01
440937,Staff,d008,Fabrizio,Usery,1965-01-18,1992-10-13,9999-01-01
440997,Senior Staff,d007,Manton,Schapiro,1965-01-01,1991-03-26,2001-01-31
441197,Staff,d007,Miquel,Legleitner,1965-01-18,1985-06-28,9999-01-01
441536,Senior Engineer,d004,Chinho,Collette,1965-01-10,1995-10-09,9999-01-01
441651,Engineer,d005,Aimee,Billawala,1965-01-07,1989-02-20,1995-08-24
441954,Engineer,d004,Leszek,Marchegay,1965-01-03,1999-06-13,9999-01-01
441965,Senior Staff,d008,Claudi,Heijenga,1965-01-12,1988-08-30,9999-01-01
442002,Staff,d007,Ravishankar,Baig,1965-01-03,1992-03-17,9999-01-01
442096,Senior Engineer,d004,Martijn,DiGiano,1965-01-15,1990-06-15,9999-01-01
442312,Engineer,d004,Zengping,Cusworth,1965-01-05,1991-06-07,9999-01-01
442490,Engineer,d004,Navid,Luke,1965-01-08,1994-10-17,9999-01-01
442653,Engineer,d005,Mona,Hebden,1965-01-04,1995-10-20,9999-01-01
442700,Staff,d008,Siddarth,Masada,1965-01-06,1997-08-11,9999-01-01
442704,Engineer,d004,Terresa,Milicia,1965-01-07,1995-07-26,1997-11-21
442898,Engineer,d004,Aksel,Gire,1965-01-07,1999-06-27,9999-01-01
